135.217,33.8933,2012/07/01,00:10,0.0,21.9,1.7,112.5,2.5,112.5
135.217,33.8933,2012/07/01,00:20,0.0,21.9,1.8,112.5,2.7,112.5
135.217,33.8933,2012/07/01,00:30,0.0,22.0,2.6,112.5,3.6,112.5
135.217,33.8933,2012/07/01,00:40,0.0,22.0,2.7,112.5,3.8,135.0
135.217,33.8933,2012/07/01,00:50,0.0,22.0,2.4,135.0,3.6,135.0
135.217,33.8933,2012/07/01,01:00,0.0,22.1,2.5,112.5,3.9,112.5
135.217,33.8933,2012/07/01,01:10,0.0,22.1,2.6,112.5,4.4,112.5
135.217,33.8933,2012/07/01,01:20,0.0,22.2,2.6,112.5,4.0,112.5
135.217,33.8933,2012/07/01,01:30,0.0,22.1,2.7,112.5,3.8,112.5
135.217,33.8933,2012/07/01,01:40,0.0,22.2,2.7,112.5,4.3,90.0
135.217,33.8933,2012/07/01,01:50,0.0,22.3,2.5,112.5,4.3,112.5
135.217,33.8933,2012/07/01,02:00,0.0,22.3,2.1,112.5,3.2,112.5
135.217,33.8933,2012/07/01,02:10,0.0,22.3,2.3,112.5,3.3,112.5
135.217,33.8933,2012/07/01,02:20,0.0,22.3,2.1,112.5,3.3,90.0
135.217,33.8933,2012/07/01,02:30,0.0,22.4,3.0,112.5,4.7,112.5
135.217,33.8933,2012/07/01,02:40,0.0,22.4,2.8,112.5,4.8,135.0
135.217,33.8933,2012/07/01,02:50,0.0,22.5,3.6,112.5,6.9,112.5
135.217,33.8933,2012/07/01,03:00,0.0,22.7,3.2,135.0,6.1,112.5
135.217,33.8933,2012/07/01,03:10,0.0,22.7,3.3,112.5,6.8,112.5
135.217,33.8933,2012/07/01,03:20,0.0,22.7,3.9,112.5,7.2,112.5
135.217,33.8933,2012/07/01,03:30,0.0,22.8,2.7,112.5,4.8,135.0
135.217,33.8933,2012/07/01,03:40,0.0,22.7,1.9,135.0,2.9,135.0
135.217,33.8933,2012/07/01,03:50,0.0,22.7,2.2,135.0,3.2,135.0
135.217,33.8933,2012/07/01,04:00,0.0,22.7,3.2,112.5,5.4,112.5
135.217,33.8933,2012/07/01,04:10,0.0,22.6,2.9,112.5,5.1,135.0
135.217,33.8933,2012/07/01,04:20,0.0,22.8,3.4,112.5,5.6,112.5
135.217,33.8933,2012/07/01,04:30,0.0,22.8,3.3,112.5,5.6,112.5
135.217,33.8933,2012/07/01,04:40,0.0,22.9,3.7,112.5,6.6,112.5
135.217,33.8933,2012/07/01,04:50,0.0,22.9,3.8,112.5,6.3,112.5
135.217,33.8933,2012/07/01,05:00,0.0,22.9,3.9,112.5,7.0,135.0,0
135.217,33.8933,2012/07/01,05:10,0.0,22.9,4.0,112.5,7.3,135.0,0
135.217,33.8933,2012/07/01,05:20,0.0,23.0,5.0,112.5,8.8,90.0,0
135.217,33.8933,2012/07/01,05:30,0.0,22.9,4.1,112.5,8.8,112.5,0
135.217,33.8933,2012/07/01,05:40,0.0,23.0,4.4,112.5,8.0,112.5,0
135.217,33.8933,2012/07/01,05:50,0.0,23.0,4.0,112.5,7.2,112.5,0
135.217,33.8933,2012/07/01,06:00,0.0,23.1,4.0,112.5,6.7,135.0,0
135.217,33.8933,2012/07/01,06:10,0.0,23.2,4.1,112.5,6.7,112.5,0
135.217,33.8933,2012/07/01,06:20,0.0,23.2,3.9,112.5,7.8,112.5,0
135.217,33.8933,2012/07/01,06:30,0.0,23.1,3.3,112.5,5.4,135.0,0
135.217,33.8933,2012/07/01,06:40,0.0,23.2,3.2,112.5,4.9,112.5,0
135.217,33.8933,2012/07/01,06:50,0.0,23.3,4.1,112.5,6.4,135.0,0
135.217,33.8933,2012/07/01,07:00,0.0,23.4,4.1,112.5,7.4,112.5,0
135.217,33.8933,2012/07/01,07:10,0.0,23.4,4.0,112.5,6.1,90.0,0
135.217,33.8933,2012/07/01,07:20,0.0,23.5,3.9,112.5,6.3,112.5,0
135.217,33.8933,2012/07/01,07:30,0.0,23.6,3.9,112.5,7.9,135.0,0
135.217,33.8933,2012/07/01,07:40,0.0,23.7,2.9,112.5,5.7,135.0,0
135.217,33.8933,2012/07/01,07:50,0.0,23.8,3.4,112.5,5.7,112.5,0
135.217,33.8933,2012/07/01,08:00,0.5,23.9,3.1,112.5,5.2,112.5,0
135.217,33.8933,2012/07/01,08:10,0.5,23.8,2.6,112.5,6.5,135.0,0
135.217,33.8933,2012/07/01,08:20,0.5,23.9,2.1,135.0,5.9,112.5,0
135.217,33.8933,2012/07/01,08:30,0.0,23.9,2.4,135.0,4.7,135.0,0
135.217,33.8933,2012/07/01,08:40,0.5,23.9,1.8,135.0,4.8,157.5,0
135.217,33.8933,2012/07/01,08:50,0.0,24.0,2.4,157.5,5.2,225.0,0
135.217,33.8933,2012/07/01,09:00,0.0,24.2,2.0,157.5,5.6,157.5,0
135.217,33.8933,2012/07/01,09:10,0.0,24.4,1.8,157.5,3.9,135.0,0
135.217,33.8933,2012/07/01,09:20,0.0,24.6,2.1,180.0,8.0,180.0,0
135.217,33.8933,2012/07/01,09:30,0.0,24.7,3.3,180.0,7.5,180.0,0
135.217,33.8933,2012/07/01,09:40,0.0,24.7,3.1,157.5,6.7,180.0,0
135.217,33.8933,2012/07/01,09:50,0.0,24.8,3.4,180.0,7.9,180.0,0
135.217,33.8933,2012/07/01,10:00,0.0,24.8,2.4,157.5,5.2,202.5,0
135.217,33.8933,2012/07/01,10:10,0.0,25.1,1.9,157.5,6.1,180.0,0
135.217,33.8933,2012/07/01,10:20,0.0,25.2,3.1,180.0,5.9,157.5,0
135.217,33.8933,2012/07/01,10:30,0.0,25.0,2.8,157.5,5.7,135.0,0
135.217,33.8933,2012/07/01,10:40,0.0,25.1,2.6,180.0,6.3,202.5,0
135.217,33.8933,2012/07/01,10:50,0.0,25.3,2.6,180.0,5.3,180.0,0
135.217,33.8933,2012/07/01,11:00,0.0,25.3,1.9,157.5,3.9,135.0,0
135.217,33.8933,2012/07/01,11:10,0.0,25.4,1.8,135.0,4.9,135.0,0
135.217,33.8933,2012/07/01,11:20,0.0,25.3,2.1,135.0,5.1,135.0,0
135.217,33.8933,2012/07/01,11:30,0.0,25.2,1.8,157.5,4.3,202.5,0
135.217,33.8933,2012/07/01,11:40,0.0,25.2,1.9,157.5,4.2,157.5,0
135.217,33.8933,2012/07/01,11:50,0.0,25.4,2.2,157.5,4.4,135.0,0
135.217,33.8933,2012/07/01,12:00,0.0,25.5,1.9,135.0,3.8,112.5,0
135.217,33.8933,2012/07/01,12:10,0.0,25.2,1.9,112.5,3.7,135.0,0
135.217,33.8933,2012/07/01,12:20,0.0,25.2,1.9,135.0,3.9,157.5,0
135.217,33.8933,2012/07/01,12:30,0.0,25.1,2.3,157.5,3.8,157.5,0
135.217,33.8933,2012/07/01,12:40,0.0,25.1,1.9,135.0,3.7,135.0,0
135.217,33.8933,2012/07/01,12:50,0.0,25.2,1.6,135.0,3.3,135.0,0
135.217,33.8933,2012/07/01,13:00,0.0,25.3,1.5,135.0,3.5,90.0,0
135.217,33.8933,2012/07/01,13:10,0.0,25.4,2.1,112.5,4.2,112.5,0
135.217,33.8933,2012/07/01,13:20,0.0,25.2,1.9,112.5,3.2,135.0,0
135.217,33.8933,2012/07/01,13:30,0.0,26.0,1.6,112.5,2.8,112.5,0
135.217,33.8933,2012/07/01,13:40,0.0,25.8,1.8,112.5,3.4,135.0,0
135.217,33.8933,2012/07/01,13:50,0.0,25.5,2.8,112.5,4.4,90.0,0
135.217,33.8933,2012/07/01,14:00,0.0,25.6,2.1,135.0,3.8,135.0,0
135.217,33.8933,2012/07/01,14:10,0.0,25.6,2.6,112.5,4.4,135.0,0
135.217,33.8933,2012/07/01,14:20,0.0,25.3,2.4,135.0,4.0,135.0,0
135.217,33.8933,2012/07/01,14:30,0.0,25.3,2.5,135.0,4.9,135.0,0
135.217,33.8933,2012/07/01,14:40,0.0,25.3,2.0,135.0,3.7,157.5,0
135.217,33.8933,2012/07/01,14:50,0.0,25.3,1.6,112.5,3.7,135.0,0
135.217,33.8933,2012/07/01,15:00,0.0,25.5,2.1,112.5,3.4,135.0,0
135.217,33.8933,2012/07/01,15:10,0.0,26.1,1.7,112.5,3.5,112.5,0
135.217,33.8933,2012/07/01,15:20,0.0,25.9,2.5,135.0,3.9,135.0,0
135.217,33.8933,2012/07/01,15:30,0.0,26.2,1.8,135.0,3.4,180.0,0
135.217,33.8933,2012/07/01,15:40,0.0,25.7,2.1,135.0,3.3,135.0,0
135.217,33.8933,2012/07/01,15:50,0.0,25.8,2.5,135.0,4.1,135.0,0
135.217,33.8933,2012/07/01,16:00,0.0,25.5,2.1,135.0,4.1,112.5,0
135.217,33.8933,2012/07/01,16:10,0.0,25.9,2.5,135.0,4.0,135.0,0
135.217,33.8933,2012/07/01,16:20,0.0,26.0,2.2,135.0,3.5,135.0,0
135.217,33.8933,2012/07/01,16:30,0.0,26.1,1.6,135.0,3.6,112.5,0
135.217,33.8933,2012/07/01,16:40,0.0,26.9,1.4,135.0,2.2,135.0,4
135.217,33.8933,2012/07/01,16:50,0.0,26.4,1.5,135.0,3.1,135.0,0
135.217,33.8933,2012/07/01,17:00,0.0,26.3,1.8,112.5,3.6,112.5,1
135.217,33.8933,2012/07/01,17:10,0.0,26.6,1.7,135.0,3.0,135.0,0
135.217,33.8933,2012/07/01,17:20,0.0,26.6,1.3,135.0,2.0,135.0,1
135.217,33.8933,2012/07/01,17:30,0.0,26.7,1.4,180.0,2.4,157.5,3
135.217,33.8933,2012/07/01,17:40,0.0,27.2,1.4,157.5,2.9,157.5,7
135.217,33.8933,2012/07/01,17:50,0.0,27.1,1.0,180.0,2.0,180.0,9
135.217,33.8933,2012/07/01,18:00,0.0,27.1,0.9,180.0,1.7,180.0,9
135.217,33.8933,2012/07/01,18:10,0.0,26.7,1.4,157.5,2.4,157.5,10
135.217,33.8933,2012/07/01,18:20,0.0,26.3,1.2,157.5,2.4,157.5,10
135.217,33.8933,2012/07/01,18:30,0.0,26.3,0.7,112.5,1.4,90.0,1
135.217,33.8933,2012/07/01,18:40,0.0,25.8,1.2,112.5,1.7,112.5,0
135.217,33.8933,2012/07/01,18:50,0.0,25.7,0.7,90.0,1.4,112.5,0
135.217,33.8933,2012/07/01,19:00,0.0,25.6,0.9,90.0,1.8,90.0,0
135.217,33.8933,2012/07/01,19:10,0.0,25.7,0.7,67.5,1.6,67.5,0
135.217,33.8933,2012/07/01,19:20,0.0,25.1,1.0,112.5,1.5,90.0,0
135.217,33.8933,2012/07/01,19:30,0.0,25.1,0.9,90.0,1.7,90.0
135.217,33.8933,2012/07/01,19:40,0.0,25.1,0.3,90.0,1.0,67.5
135.217,33.8933,2012/07/01,19:50,0.0,25.0,0.4,67.5,0.9,67.5
135.217,33.8933,2012/07/01,20:00,0.0,24.7,0.0,-999.,0.3,67.5
135.217,33.8933,2012/07/01,20:10,0.0,24.5,1.0,112.5,1.5,112.5
135.217,33.8933,2012/07/01,20:20,0.0,24.5,1.1,112.5,1.7,112.5
135.217,33.8933,2012/07/01,20:30,0.0,24.5,1.1,112.5,1.6,135.0
135.217,33.8933,2012/07/01,20:40,0.0,24.4,0.8,112.5,1.2,112.5
135.217,33.8933,2012/07/01,20:50,0.0,24.3,1.1,112.5,1.7,135.0
135.217,33.8933,2012/07/01,21:00,0.0,24.2,1.1,135.0,1.6,135.0
135.217,33.8933,2012/07/01,21:10,0.0,24.1,1.5,135.0,2.3,135.0
135.217,33.8933,2012/07/01,21:20,0.0,24.2,1.3,112.5,2.2,135.0
135.217,33.8933,2012/07/01,21:30,0.0,24.1,0.8,67.5,1.9,157.5
135.217,33.8933,2012/07/01,21:40,0.0,24.1,1.9,112.5,2.8,90.0
135.217,33.8933,2012/07/01,21:50,0.0,24.1,2.0,112.5,3.2,135.0
135.217,33.8933,2012/07/01,22:00,0.0,24.1,1.3,112.5,2.2,112.5
135.217,33.8933,2012/07/01,22:10,0.0,24.0,1.3,135.0,2.3,135.0
135.217,33.8933,2012/07/01,22:20,0.0,23.9,1.4,112.5,2.3,112.5
135.217,33.8933,2012/07/01,22:30,0.0,23.9,0.9,135.0,1.8,112.5
135.217,33.8933,2012/07/01,22:40,0.0,23.9,0.4,135.0,1.0,135.0
135.217,33.8933,2012/07/01,22:50,0.0,24.0,0.1,-999.,0.7,292.5
135.217,33.8933,2012/07/01,23:00,0.0,23.9,0.8,135.0,2.2,90.0
135.217,33.8933,2012/07/01,23:10,0.0,23.8,0.7,90.0,2.0,112.5
135.217,33.8933,2012/07/01,23:20,0.0,23.7,1.3,157.5,2.4,157.5
135.217,33.8933,2012/07/01,23:30,0.0,23.7,0.7,67.5,2.1,112.5
135.217,33.8933,2012/07/01,23:40,0.0,23.6,0.5,202.5,1.2,135.0
135.217,33.8933,2012/07/01,23:50,0.0,23.5,1.0,135.0,1.6,135.0
135.217,33.8933,2012/07/01,24:00,0.0,23.4,1.0,67.5,2.3,67.5
