133.435,35.1033,2012/07/01,00:10,0.5,20.4,1.9,180.0,4.5,157.5
133.435,35.1033,2012/07/01,00:20,1.5,20.5,2.7,202.5,5.0,202.5
133.435,35.1033,2012/07/01,00:30,1.0,20.5,2.3,202.5,5.6,180.0
133.435,35.1033,2012/07/01,00:40,0.5,20.5,2.3,202.5,5.2,157.5
133.435,35.1033,2012/07/01,00:50,1.5,20.6,2.8,180.0,6.4,202.5
133.435,35.1033,2012/07/01,01:00,0.5,20.7,2.7,225.0,4.8,225.0
133.435,35.1033,2012/07/01,01:10,0.0,20.6,2.0,202.5,5.1,180.0
133.435,35.1033,2012/07/01,01:20,0.5,20.6,1.8,202.5,3.6,180.0
133.435,35.1033,2012/07/01,01:30,0.0,20.7,1.5,180.0,5.8,180.0
133.435,35.1033,2012/07/01,01:40,0.0,20.7,2.1,157.5,5.8,202.5
133.435,35.1033,2012/07/01,01:50,0.5,20.7,2.4,180.0,6.0,180.0
133.435,35.1033,2012/07/01,02:00,0.0,20.7,2.6,180.0,6.2,202.5
133.435,35.1033,2012/07/01,02:10,0.0,20.7,2.3,157.5,5.0,180.0
133.435,35.1033,2012/07/01,02:20,0.0,20.8,2.4,180.0,5.7,157.5
133.435,35.1033,2012/07/01,02:30,0.5,20.8,1.6,202.5,3.1,157.5
133.435,35.1033,2012/07/01,02:40,0.0,20.8,2.1,180.0,5.3,202.5
133.435,35.1033,2012/07/01,02:50,0.0,20.8,1.6,225.0,4.0,225.0
133.435,35.1033,2012/07/01,03:00,0.0,20.8,1.5,180.0,3.4,157.5
133.435,35.1033,2012/07/01,03:10,0.5,20.8,1.9,202.5,4.2,180.0
133.435,35.1033,2012/07/01,03:20,0.0,20.8,2.0,157.5,5.7,202.5
133.435,35.1033,2012/07/01,03:30,0.0,20.8,1.9,157.5,4.2,157.5
133.435,35.1033,2012/07/01,03:40,0.0,20.8,2.4,157.5,5.7,157.5
133.435,35.1033,2012/07/01,03:50,0.0,20.8,2.4,180.0,4.5,180.0
133.435,35.1033,2012/07/01,04:00,0.5,20.9,1.6,202.5,3.8,202.5
133.435,35.1033,2012/07/01,04:10,1.0,20.9,2.0,180.0,4.8,180.0
133.435,35.1033,2012/07/01,04:20,0.5,20.9,1.8,202.5,4.3,202.5
133.435,35.1033,2012/07/01,04:30,0.0,20.9,1.6,180.0,4.2,202.5
133.435,35.1033,2012/07/01,04:40,0.0,20.9,1.8,202.5,4.1,157.5
133.435,35.1033,2012/07/01,04:50,0.0,20.9,2.0,180.0,4.4,157.5
133.435,35.1033,2012/07/01,10:30,0.0,23.8,1.0,22.5,2.1,0.0,5
133.435,35.1033,2012/07/01,10:40,0.0,23.6,1.0,45.0,1.6,67.5,4
133.435,35.1033,2012/07/01,10:50,0.0,23.9,0.8,157.5,3.6,337.5,0
133.435,35.1033,2012/07/01,11:00,0.0,24.8,2.1,292.5,4.2,247.5,3
133.435,35.1033,2012/07/01,11:10,0.0,25.4,1.5,292.5,3.8,0.0,5
133.435,35.1033,2012/07/01,11:20,0.0,24.8,1.2,292.5,4.1,0.0,0
133.435,35.1033,2012/07/01,11:30,0.0,24.2,1.3,292.5,3.6,292.5,0
133.435,35.1033,2012/07/01,11:40,0.0,23.6,2.6,292.5,6.6,247.5,0
133.435,35.1033,2012/07/01,11:50,0.0,23.3,2.0,315.0,5.3,292.5,0
133.435,35.1033,2012/07/01,12:00,0.0,23.2,2.1,315.0,4.9,337.5,0
133.435,35.1033,2012/07/01,12:10,0.0,23.8,2.0,315.0,4.1,337.5,0
133.435,35.1033,2012/07/01,12:20,0.0,23.3,2.1,315.0,6.0,337.5,0
133.435,35.1033,2012/07/01,12:30,0.0,22.9,2.1,315.0,4.9,315.0,0
133.435,35.1033,2012/07/01,12:40,0.0,22.9,2.2,315.0,5.3,337.5,0
133.435,35.1033,2012/07/01,12:50,0.0,22.7,2.3,337.5,5.1,0.0,0
133.435,35.1033,2012/07/01,13:00,0.0,22.6,2.4,315.0,5.3,337.5,0
133.435,35.1033,2012/07/01,13:10,0.0,23.2,1.8,337.5,3.9,337.5,1
133.435,35.1033,2012/07/01,13:20,0.0,23.3,2.4,337.5,5.1,337.5,2
133.435,35.1033,2012/07/01,13:30,0.0,23.6,2.2,315.0,5.7,0.0,3
133.435,35.1033,2012/07/01,13:40,0.0,23.2,2.3,315.0,5.1,292.5,1
133.435,35.1033,2012/07/01,13:50,0.0,23.1,2.3,337.5,3.8,337.5,1
133.435,35.1033,2012/07/01,14:00,0.0,23.6,1.8,315.0,4.2,337.5,7
133.435,35.1033,2012/07/01,14:10,0.0,23.8,2.2,337.5,4.3,337.5,5
133.435,35.1033,2012/07/01,14:20,0.0,23.7,2.6,315.0,8.0,337.5,5
133.435,35.1033,2012/07/01,14:30,0.0,24.5,1.5,315.0,3.6,270.0,9
133.435,35.1033,2012/07/01,14:40,0.0,24.3,2.1,315.0,4.7,337.5,6
133.435,35.1033,2012/07/01,14:50,0.0,24.7,2.1,337.5,4.7,315.0,7
133.435,35.1033,2012/07/01,15:00,0.0,24.7,2.3,315.0,5.2,315.0,7
133.435,35.1033,2012/07/01,15:10,0.0,24.9,3.0,315.0,6.2,315.0,9
133.435,35.1033,2012/07/01,15:20,0.0,24.7,3.7,337.5,8.0,337.5,9
133.435,35.1033,2012/07/01,15:30,0.0,24.7,2.8,337.5,5.4,337.5,9
133.435,35.1033,2012/07/01,15:40,0.0,24.7,3.0,315.0,6.5,292.5,9
133.435,35.1033,2012/07/01,15:50,0.0,24.6,2.7,337.5,6.5,0.0,9
133.435,35.1033,2012/07/01,16:00,0.0,25.1,2.7,315.0,6.0,292.5,9
133.435,35.1033,2012/07/01,16:10,0.0,24.3,2.8,315.0,5.8,337.5,6
133.435,35.1033,2012/07/01,16:20,0.0,24.1,2.1,337.5,5.0,337.5,4
133.435,35.1033,2012/07/01,16:30,0.0,23.8,1.6,292.5,3.9,292.5,0
133.435,35.1033,2012/07/01,16:40,0.0,23.4,1.6,337.5,3.5,0.0,0
133.435,35.1033,2012/07/01,16:50,0.0,23.7,1.8,315.0,5.2,270.0,1
133.435,35.1033,2012/07/01,17:00,0.0,23.7,1.1,0.0,3.5,0.0,2
133.435,35.1033,2012/07/01,17:10,0.0,23.5,2.0,337.5,4.5,45.0,1
133.435,35.1033,2012/07/01,17:20,0.0,23.2,0.9,22.5,2.5,0.0,2
133.435,35.1033,2012/07/01,17:30,0.0,22.8,1.3,0.0,2.7,337.5,0
133.435,35.1033,2012/07/01,17:40,0.0,22.7,1.0,112.5,2.4,157.5,0
133.435,35.1033,2012/07/01,17:50,0.0,22.5,1.2,202.5,3.1,0.0,1
133.435,35.1033,2012/07/01,18:00,0.0,22.3,0.6,45.0,1.9,45.0,0
133.435,35.1033,2012/07/01,18:10,0.0,21.9,0.8,135.0,1.6,90.0,0
133.435,35.1033,2012/07/01,18:20,0.0,21.5,0.4,337.5,1.6,337.5,4
133.435,35.1033,2012/07/01,18:30,0.0,20.9,1.0,337.5,2.0,337.5,0
133.435,35.1033,2012/07/01,18:40,0.0,20.8,1.2,292.5,2.1,315.0,0
133.435,35.1033,2012/07/01,18:50,0.0,20.4,0.8,247.5,1.8,270.0,0
133.435,35.1033,2012/07/01,19:00,0.0,20.1,0.5,0.0,1.1,202.5,0
133.435,35.1033,2012/07/01,19:10,0.0,19.9,1.5,315.0,2.2,292.5,0
133.435,35.1033,2012/07/01,19:20,0.0,19.5,1.2,315.0,1.8,315.0,0
133.435,35.1033,2012/07/01,19:30,0.0,19.0,0.6,22.5,1.3,0.0,0
133.435,35.1033,2012/07/01,19:40,0.0,18.7,0.9,315.0,1.5,337.5
133.435,35.1033,2012/07/01,19:50,0.0,18.4,0.8,315.0,1.8,292.5
133.435,35.1033,2012/07/01,20:00,0.0,18.3,0.7,270.0,1.1,270.0
133.435,35.1033,2012/07/01,20:10,0.0,18.4,1.0,315.0,1.7,315.0
133.435,35.1033,2012/07/01,20:20,0.0,18.3,0.8,292.5,1.7,315.0
133.435,35.1033,2012/07/01,20:30,0.0,18.2,0.5,315.0,0.9,292.5
133.435,35.1033,2012/07/01,20:40,0.0,18.0,0.5,315.0,1.1,315.0
133.435,35.1033,2012/07/01,20:50,0.0,17.9,0.6,315.0,1.3,45.0
133.435,35.1033,2012/07/01,21:00,0.0,18.1,1.1,292.5,1.5,292.5
133.435,35.1033,2012/07/01,21:10,0.0,18.1,1.0,292.5,1.3,337.5
133.435,35.1033,2012/07/01,21:20,0.0,17.9,0.5,315.0,1.1,292.5
133.435,35.1033,2012/07/01,21:30,0.0,18.0,0.8,112.5,1.3,112.5
133.435,35.1033,2012/07/01,21:40,0.0,18.1,0.8,292.5,1.6,292.5
133.435,35.1033,2012/07/01,21:50,0.0,18.1,1.1,315.0,1.8,315.0
133.435,35.1033,2012/07/01,22:00,0.0,18.1,0.2,-999.,0.9,315.0
133.435,35.1033,2012/07/01,22:10,0.0,18.0,0.4,337.5,1.1,315.0
133.435,35.1033,2012/07/01,22:20,0.0,17.7,0.7,0.0,1.4,337.5
133.435,35.1033,2012/07/01,22:30,0.0,17.9,0.4,0.0,1.2,22.5
133.435,35.1033,2012/07/01,22:40,0.0,18.0,0.7,67.5,1.8,0.0
133.435,35.1033,2012/07/01,22:50,0.0,17.8,0.4,22.5,1.5,0.0
133.435,35.1033,2012/07/01,23:00,0.0,17.7,0.9,315.0,2.2,315.0
133.435,35.1033,2012/07/01,23:10,0.0,17.2,0.2,-999.,1.1,337.5
133.435,35.1033,2012/07/01,23:20,0.0,17.4,0.4,315.0,1.1,315.0
133.435,35.1033,2012/07/01,23:30,0.0,17.4,0.1,-999.,0.7,270.0
133.435,35.1033,2012/07/01,23:40,0.0,17.4,1.0,292.5,1.5,292.5
133.435,35.1033,2012/07/01,23:50,0.0,17.3,0.8,315.0,1.4,292.5
133.435,35.1033,2012/07/01,24:00,0.0,17.1,0.5,337.5,1.3,0.0
