135.827,34.6933,2012/08/14,00:10,995.4,1007.8,-,24.7,96,1.3,157.5,3.4,180.0
135.827,34.6933,2012/08/14,00:20,995.4,1007.8,-,24.6,95,1.6,180.0,3.5,157.5
135.827,34.6933,2012/08/14,00:30,995.4,1007.8,-,24.5,95,1.4,180.0,2.9,180.0
135.827,34.6933,2012/08/14,00:40,995.5,1007.9,-,24.6,96,1.4,202.5,2.7,180.0
135.827,34.6933,2012/08/14,00:50,995.4,1007.8,-,24.6,95,1.4,180.0,3.3,202.5
135.827,34.6933,2012/08/14,01:00,995.4,1007.8,-,24.7,95,1.3,180.0,2.7,180.0
135.827,34.6933,2012/08/14,01:10,995.3,1007.7,-,24.6,95,1.4,180.0,3.6,180.0
135.827,34.6933,2012/08/14,01:20,995.2,1007.6,-,24.6,95,1.0,180.0,2.6,180.0
135.827,34.6933,2012/08/14,01:30,995.1,1007.5,-,24.5,95,1.0,180.0,2.3,202.5
135.827,34.6933,2012/08/14,01:40,995.0,1007.4,-,24.6,95,1.5,157.5,2.5,157.5
135.827,34.6933,2012/08/14,01:50,995.0,1007.4,-,24.4,96,1.2,180.0,2.7,157.5
135.827,34.6933,2012/08/14,02:00,995.0,1007.4,-,24.5,96,0.9,180.0,1.6,180.0
135.827,34.6933,2012/08/14,02:10,995.0,1007.4,-,24.3,96,0.7,180.0,1.9,180.0
135.827,34.6933,2012/08/14,02:20,995.0,1007.4,-,24.3,96,0.6,135.0,1.2,112.5
135.827,34.6933,2012/08/14,02:30,995.0,1007.4,-,24.3,96,0.8,112.5,1.3,90.0
135.827,34.6933,2012/08/14,02:40,994.9,1007.3,-,24.2,95,0.5,90.0,1.2,67.5
135.827,34.6933,2012/08/14,02:50,994.9,1007.3,-,24.3,96,0.8,22.5,1.1,22.5
135.827,34.6933,2012/08/14,03:00,994.9,1007.3,-,24.2,96,0.7,0.0,0.9,22.5
135.827,34.6933,2012/08/14,03:10,994.8,1007.2,-,24.4,96,0.7,0.0,1.3,45.0
135.827,34.6933,2012/08/14,03:20,994.7,1007.1,-,24.3,96,0.5,22.5,1.0,45.0
135.827,34.6933,2012/08/14,03:30,995.2,1007.6,-,24.3,96,0.6,292.5,0.9,22.5
135.827,34.6933,2012/08/14,03:40,995.4,1007.8,-,24.3,96,1.4,22.5,3.7,45.0
135.827,34.6933,2012/08/14,03:50,995.4,1007.8,-,24.3,96,0.9,45.0,2.5,22.5
135.827,34.6933,2012/08/14,04:00,995.3,1007.7,-,24.2,96,0.4,67.5,1.2,112.5
135.827,34.6933,2012/08/14,04:10,995.5,1007.9,-,24.2,96,0.6,0.0,1.2,45.0
135.827,34.6933,2012/08/14,04:20,995.6,1008.0,-,24.2,96,1.0,0.0,1.9,22.5
135.827,34.6933,2012/08/14,04:30,995.3,1007.7,-,24.2,96,1.0,45.0,2.2,45.0
135.827,34.6933,2012/08/14,04:40,995.2,1007.6,-,24.1,96,0.9,67.5,1.5,67.5
135.827,34.6933,2012/08/14,04:50,995.6,1008.0,-,24.0,96,1.1,22.5,2.3,45.0
135.827,34.6933,2012/08/14,05:00,995.7,1008.1,-,24.2,95,1.1,45.0,2.3,22.5
135.827,34.6933,2012/08/14,05:10,995.9,1008.3,-,24.4,94,1.2,45.0,2.1,90.0
135.827,34.6933,2012/08/14,05:20,996.1,1008.5,-,24.3,94,0.9,45.0,1.9,22.5,0
135.827,34.6933,2012/08/14,05:30,996.3,1008.7,-,24.2,94,1.0,112.5,1.9,112.5,0
135.827,34.6933,2012/08/14,05:40,996.4,1008.8,-,24.1,95,0.9,157.5,1.6,135.0,0
135.827,34.6933,2012/08/14,05:50,997.4,1009.8,0.0,24.3,96,1.7,337.5,7.2,22.5,0
135.827,34.6933,2012/08/14,06:00,997.4,1009.9,1.0,23.0,94,2.7,0.0,6.5,0.0,0
135.827,34.6933,2012/08/14,06:10,997.8,1010.3,1.0,22.8,94,2.4,67.5,7.3,112.5,0
135.827,34.6933,2012/08/14,06:20,998.0,1010.5,8.0,22.6,95,1.8,315.0,4.4,22.5,0
135.827,34.6933,2012/08/14,06:30,998.0,1010.5,15.0,22.5,96,1.6,112.5,5.4,45.0,0
135.827,34.6933,2012/08/14,06:40,997.8,1010.3,10.5,22.5,96,1.5,45.0,4.8,45.0,0
135.827,34.6933,2012/08/14,06:50,998.0,1010.5,7.5,22.6,96,1.7,22.5,5.5,45.0,0
135.827,34.6933,2012/08/14,07:00,997.9,1010.4,2.0,22.8,97,1.1,45.0,2.8,22.5,0
135.827,34.6933,2012/08/14,07:10,997.9,1010.4,3.0,22.8,97,0.9,67.5,2.5,45.0,0
135.827,34.6933,2012/08/14,07:20,998.2,1010.7,1.5,23.0,96,1.1,67.5,2.8,112.5,0
135.827,34.6933,2012/08/14,07:30,998.3,1010.8,1.5,23.1,96,1.3,90.0,2.6,112.5,0
135.827,34.6933,2012/08/14,07:40,998.3,1010.8,1.0,23.2,96,1.2,112.5,2.1,112.5,0
135.827,34.6933,2012/08/14,07:50,998.5,1011.0,0.5,23.3,96,1.6,157.5,3.2,157.5,0
135.827,34.6933,2012/08/14,08:00,998.7,1011.2,0.5,23.5,97,1.3,180.0,2.4,202.5,0
135.827,34.6933,2012/08/14,08:10,998.8,1011.3,0.0,23.7,97,1.4,202.5,2.8,180.0,0
135.827,34.6933,2012/08/14,08:20,998.9,1011.4,0.0,23.8,97,1.6,180.0,2.7,180.0,0
135.827,34.6933,2012/08/14,08:30,999.0,1011.5,0.0,23.7,96,0.7,225.0,1.9,180.0,0
135.827,34.6933,2012/08/14,08:40,999.1,1011.6,0.0,23.7,96,0.8,247.5,1.5,225.0,0
135.827,34.6933,2012/08/14,08:50,999.2,1011.7,0.0,23.8,95,0.4,270.0,1.2,270.0,0
135.827,34.6933,2012/08/14,09:00,999.2,1011.7,0.0,24.1,95,0.3,180.0,0.8,315.0,0
135.827,34.6933,2012/08/14,09:10,999.2,1011.7,0.0,24.1,94,0.0,-999.,0.4,135.0,0
135.827,34.6933,2012/08/14,09:20,999.2,1011.7,0.0,24.1,93,0.1,-999.,0.4,157.5,0
135.827,34.6933,2012/08/14,09:30,999.3,1011.8,0.0,24.2,94,0.1,-999.,0.6,270.0,0
135.827,34.6933,2012/08/14,09:40,999.4,1011.8,0.5,24.5,94,0.4,270.0,1.2,270.0,0
135.827,34.6933,2012/08/14,09:50,999.5,1011.9,0.0,24.6,94,0.2,-999.,0.8,337.5,0
135.827,34.6933,2012/08/14,10:00,999.4,1011.8,-,24.9,95,0.3,225.0,1.3,270.0,0
135.827,34.6933,2012/08/14,10:10,999.4,1011.8,-,25.0,91,0.3,247.5,1.1,225.0,0
135.827,34.6933,2012/08/14,10:20,999.3,1011.7,0.0,25.2,90,0.1,-999.,0.5,202.5,0
135.827,34.6933,2012/08/14,10:30,999.1,1011.5,0.0,25.6,90,1.0,180.0,2.7,180.0,0
135.827,34.6933,2012/08/14,10:40,999.1,1011.5,-,25.7,90,1.2,180.0,2.2,157.5,0
135.827,34.6933,2012/08/14,10:50,999.0,1011.4,-,26.3,90,0.7,202.5,1.7,180.0,0
135.827,34.6933,2012/08/14,11:00,999.0,1011.4,-,26.2,87,0.8,225.0,1.7,180.0,0
135.827,34.6933,2012/08/14,11:10,999.0,1011.4,-,26.3,87,0.5,247.5,1.2,225.0,0
135.827,34.6933,2012/08/14,11:20,998.9,1011.2,-,26.6,83,0.7,225.0,2.0,180.0,0
135.827,34.6933,2012/08/14,11:30,999.0,1011.3,-,27.3,82,0.6,202.5,1.9,202.5,0
135.827,34.6933,2012/08/14,11:40,998.9,1011.2,-,27.5,83,0.9,202.5,2.3,135.0,0
135.827,34.6933,2012/08/14,11:50,998.9,1011.2,-,27.9,78,1.5,180.0,2.3,180.0,0
135.827,34.6933,2012/08/14,12:00,998.8,1011.1,-,28.0,78,1.0,180.0,2.8,180.0,0
135.827,34.6933,2012/08/14,12:10,998.8,1011.1,-,28.0,74,1.2,135.0,2.9,157.5,0
135.827,34.6933,2012/08/14,12:20,998.8,1011.1,-,27.9,77,1.1,135.0,2.2,135.0,0
135.827,34.6933,2012/08/14,12:30,998.7,1011.0,0.0,27.9,76,1.0,135.0,2.2,112.5,0
135.827,34.6933,2012/08/14,12:40,998.7,1011.0,0.0,27.9,76,0.9,135.0,2.2,157.5,0
135.827,34.6933,2012/08/14,12:50,998.7,1011.0,0.0,27.9,78,1.2,157.5,2.8,157.5,0
135.827,34.6933,2012/08/14,13:00,998.9,1011.2,0.0,27.0,81,1.6,180.0,3.5,180.0,0
135.827,34.6933,2012/08/14,13:10,999.2,1011.6,1.5,25.7,91,1.7,247.5,4.9,315.0,0
135.827,34.6933,2012/08/14,13:20,999.3,1011.7,2.5,25.6,95,0.7,315.0,3.0,292.5,0
135.827,34.6933,2012/08/14,13:30,999.1,1011.5,1.5,25.7,94,0.2,-999.,1.2,0.0,0
135.827,34.6933,2012/08/14,13:40,999.1,1011.5,0.5,25.8,94,0.2,-999.,0.7,315.0,0
135.827,34.6933,2012/08/14,13:50,999.1,1011.5,0.0,26.0,93,0.2,-999.,0.8,112.5,0
135.827,34.6933,2012/08/14,14:00,999.1,1011.5,0.0,26.0,92,0.4,112.5,0.9,112.5,0
135.827,34.6933,2012/08/14,14:10,999.2,1011.6,0.0,26.4,92,0.5,67.5,1.3,45.0,0
135.827,34.6933,2012/08/14,14:20,999.0,1011.4,0.0,26.3,91,0.2,-999.,1.1,90.0,0
135.827,34.6933,2012/08/14,14:30,999.1,1011.5,0.0,26.4,92,0.4,67.5,1.4,112.5,0
135.827,34.6933,2012/08/14,14:40,999.5,1011.9,4.0,25.4,91,1.4,247.5,3.7,315.0,0
135.827,34.6933,2012/08/14,14:50,999.5,1011.9,5.5,24.9,92,2.1,247.5,5.1,202.5,0
135.827,34.6933,2012/08/14,15:00,999.2,1011.6,2.0,24.7,93,1.5,247.5,4.0,225.0,0
135.827,34.6933,2012/08/14,15:10,999.1,1011.5,0.5,24.9,94,1.1,202.5,3.1,202.5,0
135.827,34.6933,2012/08/14,15:20,999.1,1011.5,0.0,24.8,96,0.9,157.5,2.2,135.0,0
135.827,34.6933,2012/08/14,15:30,999.1,1011.5,0.0,25.1,95,1.3,157.5,2.3,157.5,0
135.827,34.6933,2012/08/14,15:40,999.0,1011.4,0.0,25.8,94,0.8,135.0,1.5,135.0,0
135.827,34.6933,2012/08/14,15:50,999.1,1011.5,0.5,25.9,92,1.0,90.0,1.7,112.5,0
135.827,34.6933,2012/08/14,16:00,999.2,1011.6,0.0,26.4,92,0.4,45.0,1.2,0.0,0
135.827,34.6933,2012/08/14,16:10,999.2,1011.6,0.0,26.3,90,0.5,90.0,1.2,45.0,0
135.827,34.6933,2012/08/14,16:20,999.1,1011.5,-,26.4,88,0.8,90.0,1.4,112.5,0
135.827,34.6933,2012/08/14,16:30,999.2,1011.5,-,26.7,87,0.4,90.0,0.9,90.0,7
135.827,34.6933,2012/08/14,16:40,999.2,1011.5,-,26.9,89,0.7,90.0,1.3,112.5,4
135.827,34.6933,2012/08/14,16:50,999.2,1011.5,-,27.1,87,1.0,112.5,1.7,112.5,3
135.827,34.6933,2012/08/14,17:00,999.2,1011.5,-,26.8,90,0.7,112.5,1.3,157.5,0
135.827,34.6933,2012/08/14,17:10,999.3,1011.6,-,27.1,84,1.3,112.5,2.2,112.5,0
135.827,34.6933,2012/08/14,17:20,999.3,1011.7,-,26.4,91,0.9,90.0,1.9,112.5,0
135.827,34.6933,2012/08/14,17:30,999.4,1011.7,-,26.6,88,1.4,112.5,1.9,112.5,0
135.827,34.6933,2012/08/14,17:40,999.4,1011.7,-,26.8,86,1.3,112.5,1.9,135.0,0
135.827,34.6933,2012/08/14,17:50,999.4,1011.8,-,26.3,90,1.1,112.5,1.9,112.5,0
135.827,34.6933,2012/08/14,18:00,999.6,1011.9,-,26.6,87,1.3,112.5,2.2,135.0,0
135.827,34.6933,2012/08/14,18:10,999.7,1012.1,-,25.8,92,1.1,135.0,2.2,180.0,0
