133.567,35.5233,2012/08/14,00:10,1.0,24.6,2.1,225.0,3.4,225.0
133.567,35.5233,2012/08/14,00:20,1.0,24.5,1.2,225.0,2.7,247.5
133.567,35.5233,2012/08/14,00:30,3.5,24.5,1.9,202.5,2.9,202.5
133.567,35.5233,2012/08/14,00:40,1.5,24.5,1.1,157.5,2.8,157.5
133.567,35.5233,2012/08/14,00:50,0.0,24.5,0.8,315.0,2.3,292.5
133.567,35.5233,2012/08/14,01:00,4.5,24.5,1.8,270.0,3.0,270.0
133.567,35.5233,2012/08/14,01:10,7.0,24.4,2.1,247.5,3.8,247.5
133.567,35.5233,2012/08/14,01:20,2.0,24.5,3.3,225.0,5.9,225.0
133.567,35.5233,2012/08/14,01:30,1.0,24.5,3.1,225.0,5.1,247.5
133.567,35.5233,2012/08/14,01:40,1.0,24.4,3.0,247.5,5.4,247.5
133.567,35.5233,2012/08/14,01:50,0.5,24.4,3.3,247.5,5.9,225.0
133.567,35.5233,2012/08/14,02:00,0.5,24.5,3.0,247.5,4.9,247.5
133.567,35.5233,2012/08/14,02:10,0.0,24.4,2.6,247.5,4.4,247.5
133.567,35.5233,2012/08/14,02:20,0.0,24.4,1.6,270.0,3.3,270.0
133.567,35.5233,2012/08/14,02:30,0.0,24.6,2.3,292.5,4.0,315.0
133.567,35.5233,2012/08/14,02:40,0.0,24.5,2.7,337.5,4.6,315.0
133.567,35.5233,2012/08/14,02:50,0.5,24.2,2.3,22.5,4.3,22.5
133.567,35.5233,2012/08/14,03:00,3.0,24.2,2.0,45.0,3.6,22.5
133.567,35.5233,2012/08/14,03:10,1.0,24.2,1.3,67.5,3.2,45.0
133.567,35.5233,2012/08/14,03:20,0.0,24.2,0.5,90.0,1.4,90.0
133.567,35.5233,2012/08/14,03:30,0.0,24.2,0.7,112.5,2.1,90.0
133.567,35.5233,2012/08/14,03:40,0.5,24.3,0.3,112.5,1.1,90.0
133.567,35.5233,2012/08/14,03:50,0.0,24.2,0.5,180.0,1.1,180.0
133.567,35.5233,2012/08/14,04:00,0.0,24.2,1.1,157.5,2.3,180.0
133.567,35.5233,2012/08/14,04:10,0.0,24.1,1.5,180.0,2.5,180.0
133.567,35.5233,2012/08/14,04:20,0.0,24.1,1.3,180.0,2.0,157.5
133.567,35.5233,2012/08/14,04:30,0.0,24.1,1.0,157.5,1.6,157.5
133.567,35.5233,2012/08/14,04:40,0.0,24.1,1.4,180.0,2.2,202.5
133.567,35.5233,2012/08/14,04:50,0.0,24.1,1.1,180.0,2.0,157.5
133.567,35.5233,2012/08/14,05:00,0.0,24.1,2.0,157.5,3.0,157.5
133.567,35.5233,2012/08/14,05:10,0.0,24.1,1.4,157.5,2.8,157.5
133.567,35.5233,2012/08/14,05:20,0.0,24.2,0.9,135.0,1.8,157.5
133.567,35.5233,2012/08/14,05:30,0.0,24.2,1.4,157.5,2.2,157.5,0
133.567,35.5233,2012/08/14,05:40,0.0,24.2,1.4,157.5,1.9,157.5,0
133.567,35.5233,2012/08/14,05:50,0.0,24.2,1.6,157.5,2.6,157.5,0
133.567,35.5233,2012/08/14,06:00,0.0,24.2,1.6,157.5,2.3,157.5,0
133.567,35.5233,2012/08/14,06:10,0.0,24.3,1.4,157.5,2.2,157.5,0
133.567,35.5233,2012/08/14,06:20,0.0,24.4,1.6,157.5,2.4,157.5,0
133.567,35.5233,2012/08/14,06:30,0.0,24.6,1.5,135.0,2.3,135.0,0
133.567,35.5233,2012/08/14,06:40,0.0,24.6,1.5,135.0,2.7,135.0,0
133.567,35.5233,2012/08/14,06:50,0.0,24.6,1.9,135.0,3.1,112.5,0
133.567,35.5233,2012/08/14,07:00,0.0,24.7,1.6,135.0,2.9,135.0,0
133.567,35.5233,2012/08/14,07:10,0.0,24.9,1.6,135.0,2.8,135.0,1
133.567,35.5233,2012/08/14,07:20,0.0,25.1,1.4,135.0,2.3,135.0,2
133.567,35.5233,2012/08/14,07:30,0.0,25.3,1.8,135.0,2.9,135.0,3
133.567,35.5233,2012/08/14,07:40,0.0,25.4,1.5,112.5,2.9,112.5,0
133.567,35.5233,2012/08/14,07:50,0.0,25.7,1.4,112.5,2.9,112.5,0
133.567,35.5233,2012/08/14,08:00,0.0,25.6,1.8,112.5,4.0,135.0,0
133.567,35.5233,2012/08/14,08:10,0.0,25.6,1.8,135.0,3.1,112.5,0
133.567,35.5233,2012/08/14,08:20,0.0,25.6,2.1,112.5,3.2,112.5,0
133.567,35.5233,2012/08/14,08:30,0.0,25.7,1.6,112.5,3.3,112.5,0
133.567,35.5233,2012/08/14,08:40,0.0,25.7,1.5,112.5,3.4,135.0,0
133.567,35.5233,2012/08/14,08:50,0.0,25.7,1.8,112.5,3.6,135.0,0
133.567,35.5233,2012/08/14,09:00,0.0,25.8,1.7,112.5,3.4,112.5,0
133.567,35.5233,2012/08/14,09:10,0.0,26.0,1.8,112.5,2.8,90.0,0
133.567,35.5233,2012/08/14,09:20,0.0,26.2,1.9,112.5,3.5,90.0,0
133.567,35.5233,2012/08/14,09:30,0.0,26.5,2.1,112.5,3.8,112.5,0
133.567,35.5233,2012/08/14,09:40,0.0,26.9,2.0,112.5,3.7,90.0,0
133.567,35.5233,2012/08/14,09:50,0.0,27.0,2.7,112.5,5.2,112.5,0
133.567,35.5233,2012/08/14,10:00,0.0,27.3,2.5,112.5,4.4,112.5,0
133.567,35.5233,2012/08/14,10:10,0.0,27.5,3.6,90.0,6.7,90.0,5
133.567,35.5233,2012/08/14,10:20,0.0,28.1,3.1,90.0,6.4,90.0,8
