観測所番号 府県番号 地点コード 観測所名 経度 緯度
50206 50 47657 三島 138.9250 35.1133
50226 50 986 佐久間 137.7617 35.0567
50231 50 444 越木平 137.9800 35.0100
50241 50 445 川根本町 138.1283 35.1017
50247 50 1440 鍵穴 138.2467 35.0483
50261 50 1243 清水 138.5217 35.0533
50281 50 47668 網代 139.0917 35.0450
50296 50 1105 熊 137.7333 34.9583
50317 50 448 高根山 138.1967 34.9750
50331 50 47656 静岡 138.4033 34.9750
50371 50 988 三ヶ日 137.5567 34.8017
50386 50 451 天竜 137.8133 34.8900
50391 50 1393 三倉 137.9400 34.8950
50416 50 987 土肥 138.7600 34.8767
50426 50 453 湯ケ島 138.9250 34.9000
50427 50 454 天城山 139.0233 34.8717
50456 50 47654 浜松 137.7183 34.7083
50466 50 989 掛川 137.9667 34.7800
50476 50 1335 菊川牧之原 138.1383 34.7850
50477 50 1601 静岡空港 138.1883 34.7950
50491 50 456 松崎 138.7833 34.7550
50506 50 457 稲取 139.0483 34.7817
50536 50 1244 磐田 137.8800 34.6917
50551 50 47655 御前崎 138.2117 34.6033
50561 50 47666 石廊崎 138.8417 34.6033
51011 51 460 一宮 136.8533 35.2983
51031 51 1346 愛西 136.6983 35.2167
51056 51 1166 小原 137.2850 35.2283
51071 51 982 稲武 137.5067 35.2117
51077 51 462 茶臼山 137.6583 35.2200
51096 51 983 蟹江 136.7917 35.1367
51106 51 47636 名古屋 136.9650 35.1667
51116 51 464 豊田 137.1767 35.1317
51161 51 465 東海 136.9017 35.0233
51192 51 1576 阿蔵 137.4133 35.0783
51226 51 467 岡崎 137.1933 34.9183
51241 51 468 作手 137.4250 34.9767
51247 51 1541 新城 137.5167 34.9067
51261 51 1555 セントレア 136.8050 34.8583
51271 51 469 一色 137.0283 34.8117
51281 51 1344 蒲郡 137.2167 34.8450
51311 51 984 南知多 136.9383 34.7400
51331 51 470 豊橋 137.3417 34.7500
51346 51 47653 伊良湖 137.0933 34.6283
51356 51 472 田原 137.2567 34.6617
52041 52 1308 河合 137.1000 36.3050
52051 52 473 神岡 137.3083 36.3217
52081 52 1306 白川 136.8967 36.2733
52111 52 1061 栃尾 137.5033 36.2483
52131 52 1387 御母衣 136.9083 36.1467
52137 52 1437 清見 137.0450 36.1800
52146 52 47617 高山 137.2533 36.1550
52152 52 1438 丹生川 137.3717 36.1883
52173 52 1436 ひるがの 136.8950 36.0100
52181 52 1305 六厩 137.0333 36.0600
52192 52 480 船山 137.2600 36.0350
52196 52 1311 宮之前 137.3883 36.0150
52221 52 1299 長滝 136.8317 35.9250
52286 52 483 萩原 137.2067 35.8883
52321 52 1577 関市板取 136.7833 35.7233
52331 52 485 八幡 136.9783 35.7567
52346 52 1066 宮地 137.2883 35.7633
52381 52 486 樽見 136.6033 35.6383
52406 52 487 金山 137.1600 35.6633
52421 52 1384 付知 137.4267 35.6567
52461 52 1057 美濃 136.9100 35.5567
52476 52 490 伽藍 137.2300 35.5150
52482 52 1313 黒川 137.3183 35.5983
52511 52 1301 揖斐川 136.5667 35.4850
52536 52 491 美濃加茂 137.0050 35.4450
52556 52 493 恵那 137.4033 35.4467
52557 52 494 中津川 137.4867 35.4767
52571 52 495 関ケ原 136.4667 35.3633
52581 52 496 大垣 136.6200 35.3467
52586 52 47632 岐阜 136.7617 35.4000
52606 52 1058 多治見 137.1083 35.3467
52641 52 1059 上石津 136.4717 35.2950
53016 53 499 北勢 136.5383 35.1433
53041 53 500 桑名 136.6933 35.0500
53061 53 47684 四日市 136.5800 34.9400
53091 53 503 亀山 136.4533 34.8700
53112 53 47649 上野 136.1417 34.7617
53121 53 505 笠取山 136.3083 34.7250
53132 53 47651 津 136.5183 34.7333
53141 53 507 名張 136.1117 34.6350
53151 53 1356 白山 136.3217 34.6250
53196 53 509 小俣 136.6650 34.5283
53231 53 510 粥見 136.3900 34.4483
53257 53 1230 鳥羽 136.8250 34.4817
53287 53 511 藤坂峠 136.4883 34.3233
53296 53 1258 南伊勢 136.6817 34.3450
53307 53 1381 阿児 136.8317 34.3283
53321 53 1255 宮川 136.2083 34.2783
53326 53 1349 紀伊長島 136.3267 34.2083
53378 53 47663 尾鷲 136.1933 34.0700
53401 53 1532 熊野新鹿 136.1383 33.9317
53416 53 1423 御浜 135.9800 33.8517
54011 54 995 粟島 139.2517 38.4617
54041 54 1315 弾崎 138.5117 38.3300
54056 54 1256 高根 139.6050 38.3300
54086 54 515 村上 139.4783 38.2267
54097 54 1369 三面 139.6050 38.2467
54157 54 47602 相川 138.2400 38.0283
54166 54 518 両津 138.4400 38.0733
54167 54 1514 秋津 138.4133 38.0600
54181 54 1318 中条 139.4083 38.0600
54191 54 1060 下関 139.5633 38.0917
54232 54 47604 新潟 139.0467 37.9117
54232 54 47604 新潟 139.0483 37.8883
54236 54 1469 松浜 139.1117 37.9550
54271 54 996 羽茂 138.3133 37.8417
54296 54 521 新津 139.0867 37.7917
54311 54 1111 赤谷 139.4150 37.8350
54341 54 522 巻 138.9133 37.7683
54387 54 524 寺泊 138.7667 37.6400
54396 54 525 三条 138.9550 37.6400
54406 54 526 村松 139.1883 37.6967
54421 54 527 津川 139.4467 37.6717
54462 54 1398 宮寄上 139.1400 37.5800
54472 54 1444 室谷 139.3700 37.5500
54501 54 529 長岡 138.8233 37.4500
54506 54 530 栃尾 138.9917 37.4750
54541 54 532 柏崎 138.5533 37.3517
54566 54 997 入広瀬 139.0717 37.3567
54586 54 1302 大潟 138.3250 37.2250
54606 54 1154 小国 138.7017 37.2917
54616 54 534 小出 138.9617 37.2383
54621 54 1370 大湯 139.0617 37.2050
54651 54 47612 高田 138.2467 37.1067
54661 54 536 安塚 138.4567 37.1067
54666 54 1426 川谷 138.5167 37.2000
54671 54 1155 松代 138.6067 37.1317
54676 54 537 十日町 138.7267 37.1433
54711 54 539 糸魚川 137.8617 37.0383
54721 54 540 能生 138.0233 37.0833
54737 54 1427 筒方 138.3433 37.0300
54761 54 1395 塩沢 138.8467 37.0383
54816 54 998 関山 138.2217 36.9333
54836 54 543 津南 138.6833 36.9967
54841 54 544 湯沢 138.8100 36.9417
54876 54 1297 平岩 137.8633 36.8867
54892 54 1424 樽本 138.2750 36.8900
55021 55 546 泊 137.5517 36.9517
55041 55 1309 氷見 136.9600 36.8633
55056 55 547 魚津 137.4283 36.8217
55063 55 1412 宇奈月 137.5567 36.8467
55091 55 47606 伏木 137.0550 36.7917
55102 55 47607 富山 137.2017 36.7083
55141 55 552 砺波 136.9550 36.6100
55151 55 1533 秋ヶ島 137.1867 36.6483
55156 55 1414 大山 137.2833 36.6083
55166 55 553 上市 137.4233 36.6700
55191 55 554 南砺高宮 136.8717 36.5450
55206 55 555 八尾 137.1317 36.5783
55217 55 1621 立山芦峅 137.3850 36.5767
55252 55 1553 五箇山 136.9417 36.4300
55267 55 1455 猪谷 137.2367 36.4733
56036 56 560 珠洲 137.2867 37.4467
56052 56 47600 輪島 136.8950 37.3917
56081 56 562 門前 136.7283 37.2617
56093 56 1544 三井 136.9617 37.2933
56116 56 564 志賀 136.7250 37.1433
56146 56 565 七尾 136.9917 37.0300
56176 56 566 羽咋 136.7767 36.8933
56186 56 567 かほく 136.6917 36.7117
56192 56 1545 宝達志水 136.7683 36.7883
56227 56 47605 金沢 136.6333 36.5883
56232 56 570 医王山 136.7450 36.5200
56276 56 1324 小松 136.4350 36.3817
56286 56 973 白山吉野 136.6133 36.3617
56301 56 571 栢野 136.3583 36.2250
56346 56 1171 白山白峰 136.6250 36.1800
57001 57 1071 三国 136.1733 36.2433
57026 57 1537 春江 136.2233 36.1417
57051 57 1316 越廼 135.9900 36.0117
57066 57 47616 福井 136.2217 36.0550
57071 57 974 美山 136.3583 35.9983
57082 57 1226 勝山 136.5217 36.0383
57106 57 1565 武生 136.1750 35.9067
57121 57 573 大野 136.4967 35.9717
57176 57 1382 九頭竜 136.6700 35.9050
57206 57 577 今庄 136.2000 35.7667
57248 57 47631 敦賀 136.0617 35.6533
57286 57 1010 美浜 135.9167 35.6000
57311 57 1454 大飯 135.6167 35.4800
57317 57 579 小浜 135.7817 35.4833
60026 60 1087 柳ケ瀬 136.1883 35.5817
60051 60 580 今津 136.0283 35.4117
60061 60 976 長浜 136.2417 35.4233
60081 60 1578 朽木平良 135.8300 35.3083
60102 60 1524 米原 136.3433 35.3833
60116 60 1083 南小松 135.9567 35.2350
60131 60 47761 彦根 136.2433 35.2750
60161 60 584 近江八幡 136.0967 35.1267
60196 60 963 東近江 136.1900 35.0617
60216 60 586 大津 135.9117 34.9917
60226 60 964 信楽 136.0800 34.9133
60236 60 587 土山 136.2783 34.9383
61001 61 965 間人 135.0867 35.7367
61031 61 588 峰山 135.0717 35.6183
61076 61 589 宮津 135.2350 35.5500
61111 61 47750 舞鶴 135.3167 35.4500
61132 61 1379 三岳 135.0500 35.3667
61151 61 1160 故屋岡 135.4567 35.3850
61187 61 593 福知山 135.1133 35.3117
61191 61 1380 綾部 135.2583 35.2933
61192 61 1383 三和 135.2317 35.2167
61201 61 966 本庄 135.3950 35.2600
61206 61 1303 美山 135.5500 35.2750
61241 61 1378 須知 135.4200 35.1767
61242 61 596 園部 135.4550 35.1083
61251 61 928 京北 135.6617 35.1800
61286 61 47759 京都 135.7317 35.0150
61286 61 47759 京都 135.7350 35.0117
61306 61 1025 長岡京 135.6883 34.9267
61326 61 598 京田辺 135.7600 34.8300
62016 62 600 能勢 135.4550 34.9483
62037 62 1602 茨木 135.5600 34.8600
62046 62 1065 枚方 135.6717 34.8083
62051 62 602 豊中 135.4383 34.7833
62078 62 47772 大阪 135.5183 34.6817
62078 62 47772 大阪 135.5267 34.6850
62081 62 604 生駒山 135.6767 34.6750
62091 62 1062 堺 135.4850 34.5550
62096 62 1470 八尾 135.6000 34.5967
62101 62 1471 関空島 135.2317 34.4333
62111 62 605 河内長野 135.5433 34.4233
62131 62 606 熊取 135.3500 34.3850
63016 63 607 香住 134.6267 35.6250
63032 63 608 温泉 134.4800 35.5283
63051 63 47747 豊岡 134.8217 35.5350
63071 63 977 兎和野高原 134.5833 35.4317
63111 63 967 大屋 134.6650 35.3317
63116 63 611 八鹿 134.7400 35.3983
63121 63 612 和田山 134.8483 35.3233
63201 63 613 生野 134.7917 35.1667
63216 63 614 柏原 135.0467 35.1483
63241 63 617 佐用 134.3683 35.0167
63251 63 615 一宮 134.5850 35.0967
63321 63 968 福崎 134.7483 34.9500
63331 63 956 西脇 134.9967 34.9983
63346 63 618 後川 135.2933 35.0250
63366 63 619 上郡 134.3733 34.8583
63383 63 47769 姫路 134.6700 34.8383
63411 63 969 三田 135.2117 34.8950
63461 63 1227 三木 135.0133 34.7767
63477 63 1588 西宮 135.3350 34.7500
63491 63 624 家島 134.5267 34.6717
63496 63 625 明石 134.8767 34.6867
63517 63 1587 神戸空港 135.2233 34.6317
63518 63 47770 神戸 135.2117 34.6967
63518 63 47770 神戸 135.2200 34.6817
63551 63 970 郡家 134.8483 34.4667
63576 63 47776 洲本 134.9050 34.3383
63588 63 1337 南淡 134.7200 34.2183
64036 64 47780 奈良 135.8267 34.6933
64041 64 630 針 135.9533 34.6050
64056 64 631 田原本 135.7850 34.5550
64076 64 632 曽爾 136.1583 34.5217
64091 64 1376 葛城 135.7033 34.4883
64101 64 633 大宇陀 135.9317 34.4883
64127 64 635 五條 135.7300 34.3800
64136 64 1439 吉野 135.9000 34.3783
64161 64 1619 天川 135.8833 34.2700
64206 64 957 上北山 136.0050 34.1367
64227 64 1228 風屋 135.7867 34.0450
64261 64 641 玉置山 135.8300 33.9267
65021 65 642 葛城山 135.4367 34.3467
65026 65 1342 かつらぎ 135.5283 34.3100
65036 65 1457 友ケ島 135.0000 34.2800
65042 65 47777 和歌山 135.1633 34.2283
65061 65 645 高野山 135.5900 34.2217
65106 65 978 湯浅 135.1817 34.0350
65121 65 1063 清水 135.4250 34.0867
65127 65 646 護摩壇山 135.5667 34.0400
65162 65 1089 龍神 135.5567 33.9450
65201 65 1485 川辺 135.2167 33.8933
65226 65 1074 本宮 135.7733 33.8367
65256 65 971 栗栖川 135.5133 33.7917
65276 65 649 新宮 135.9700 33.6867
65288 65 1589 南紀白浜 135.3633 33.6617
65306 65 1347 西川 135.7100 33.6383
65311 65 1172 色川 135.8483 33.6750
65321 65 651 日置川 135.4800 33.6050
65356 65 47778 潮岬 135.7600 33.4500
66046 66 1328 上長田 133.7250 35.2967
66056 66 1371 恩原 133.9867 35.3000
66091 66 1330 千屋 133.4350 35.1033
66112 66 1584 富 133.8050 35.1783
66127 66 1140 奈義 134.1700 35.1117
66136 66 655 今岡 134.3250 35.0983
66171 66 656 久世 133.7533 35.0683
66186 66 47756 津山 134.0083 35.0633
66221 66 658 新見 133.5183 34.9433
66226 66 929 下呰部 133.6283 34.9650
66237 66 1618 旭西 133.8117 34.9617
66251 66 660 赤磐 134.0817 34.9183
66276 66 661 陣山 133.5233 34.8283
66287 66 1585 吉備中央 133.7050 34.8167
66296 66 663 福渡 133.9033 34.8667
66306 66 664 和気 134.1833 34.8150
66336 66 930 高梁 133.6100 34.7917
66346 66 1531 日応寺 133.8550 34.7567
66381 66 665 佐屋 133.4450 34.6850
66391 66 666 矢掛 133.6183 34.6167
66408 66 47768 岡山 133.9167 34.6600
66421 66 668 虫明 134.2067 34.6817
66446 66 669 倉敷 133.7683 34.5900
66481 66 919 笠岡 133.4950 34.5017
66501 66 670 玉野 133.9500 34.4867
67016 67 947 高野 132.9017 35.0333
67026 67 671 道後山 133.1883 35.0567
67052 67 1582 君田 132.8300 34.9283
67106 67 674 三次 132.8500 34.8117
67116 67 675 庄原 133.0233 34.8600
67126 67 948 東城 133.2767 34.8950
67136 67 1262 八幡 132.1733 34.7083
67151 67 676 大朝 132.4633 34.7683
67161 67 1583 美土里 132.6550 34.7217
67191 67 1325 油木 133.2783 34.7633
67211 67 1257 王泊 132.3117 34.6983
67212 67 677 加計 132.3200 34.6100
67217 67 1579 都志見 132.4433 34.6467
67231 67 949 甲田 132.7600 34.6950
67251 67 679 上下 133.1167 34.6933
67271 67 680 内黒山 132.1767 34.5967
67292 67 950 三入 132.5300 34.5450
67306 67 1603 安宿 132.8383 34.5667
67316 67 681 世羅 133.0500 34.5833
67326 67 951 府中 133.2317 34.5617
67351 67 1575 佐伯湯来 132.2900 34.4983
67371 67 1163 志和 132.6600 34.4983
67376 67 683 東広島 132.7000 34.4167
67386 67 1472 本郷 132.9183 34.4350
67401 67 47767 福山 133.2467 34.4467
67421 67 1326 廿日市津田 132.1900 34.3650
67437 67 47765 広島 132.4617 34.3983
67461 67 686 竹原 132.9817 34.3300
67471 67 687 生口島 133.1233 34.2783
67496 67 688 大竹 132.2200 34.2217
67511 67 47766 呉 132.5500 34.2400
67566 67 690 倉橋 132.5033 34.1033
67576 67 1606 呉市蒲刈 132.7483 34.1650
68022 68 47740 西郷 133.3333 36.2033
68046 68 1473 西郷岬 133.3233 36.1783
68056 68 1307 海士 133.0967 36.0967
68091 68 693 鹿島 133.0217 35.5200
68121 68 694 斐川 132.8900 35.4133
68132 68 47741 松江 133.0650 35.4567
68156 68 1310 出雲 132.7300 35.3317
68166 68 696 大東 132.9650 35.3183
68181 68 1095 伯太 133.2733 35.3500
68206 68 954 佐田 132.7233 35.2217
68246 68 697 大田 132.4967 35.1900
68261 68 698 掛合 132.8167 35.1983
68276 68 699 横田 133.1033 35.1733
68286 68 1336 福光 132.3317 35.0700
68306 68 1320 赤名 132.7117 35.0017
68346 68 1093 桜江 132.3333 34.9533
68351 68 701 川本 132.4917 34.9767
68376 68 47755 浜田 132.0700 34.8967
68401 68 1094 瑞穂 132.5300 34.8533
68421 68 703 三隅 131.9583 34.7883
68431 68 1321 弥栄 132.1083 34.7767
68436 68 1175 波佐 132.1967 34.7800
68456 68 1474 高津 131.7900 34.6750
68462 68 704 益田 131.8433 34.6767
68501 68 1176 匹見 132.0167 34.5717
68516 68 707 津和野 131.7700 34.4617
68541 68 1592 吉賀 131.8933 34.3917
69006 69 47742 境 133.2350 35.5433
69021 69 1231 塩津 133.5667 35.5233
69041 69 709 青谷 133.9967 35.5200
69052 69 1519 湖山 134.1650 35.5300
69061 69 711 岩井 134.3600 35.5583
69076 69 47744 米子 133.3383 35.4333
69101 69 713 倉吉 133.8383 35.4733
69111 69 1391 鹿野 134.0167 35.4133
69122 69 47746 鳥取 134.2383 35.4867
69152 69 716 大山 133.5367 35.3933
69161 69 1177 関金 133.7550 35.3800
69181 69 1385 佐治 134.1133 35.3283
69196 69 1178 若桜 134.4050 35.3333
69222 69 1389 江尾 133.4833 35.2883
69246 69 718 智頭 134.2400 35.2633
69271 69 1304 茶屋 133.2300 35.1867
71066 71 720 池田 133.7967 34.0233
71087 71 972 穴吹 134.1567 34.0400
71106 71 47895 徳島 134.5733 34.0667
71136 71 1327 半田 134.0367 33.9900
71191 71 1252 京上 133.9033 33.8667
71211 71 1098 福原旭 134.3883 33.8783
71231 71 1242 蒲生田 134.7417 33.8367
71251 71 1352 木頭 134.2050 33.7717
71266 71 724 日和佐 134.5383 33.7317
71291 71 1604 海陽 134.3550 33.6117
72061 72 726 内海 134.2733 34.4717
72086 72 47891 高松 134.0533 34.3167
72111 72 47890 多度津 133.7517 34.2750
72121 72 729 滝宮 133.9233 34.2367
72126 72 1475 香南 134.0150 34.2133
72146 72 730 引田 134.4067 34.2133
72161 72 1239 財田 133.7717 34.1200
72176 71 731 竜王山 134.0500 34.1133
73001 73 732 大三島 133.0067 34.2500
73071 73 733 玉川 132.9400 34.0183
73076 73 1077 今治 132.9900 34.0767
73126 73 958 西条 133.0800 33.9150
73136 73 734 新居浜 133.2817 33.9600
73151 73 735 四国中央 133.5817 33.9817
73152 73 1260 富郷 133.5100 33.9150
73166 73 47887 松山 132.7767 33.8433
73166 73 47887 松山 132.7800 33.8417
73168 73 1521 松山南吉田 132.6983 33.8267
73231 73 737 上林 132.8900 33.7383
73247 73 738 成就社 133.1317 33.7950
73256 73 739 長浜 132.4800 33.6167
73271 73 740 中山 132.7083 33.6383
73276 73 741 久万 132.8950 33.6633
73306 73 959 大洲 132.5350 33.5083
73321 73 742 獅子越峠 132.8317 33.5433
73341 73 1456 瀬戸 132.2567 33.4467
73351 73 743 八幡浜 132.4333 33.4483
73406 73 961 宇和 132.5033 33.3667
73442 73 47892 宇和島 132.5517 33.2267
73446 73 1350 近永 132.6750 33.2533
73516 73 745 御荘 132.5700 32.9633
74056 74 1351 本川 133.3383 33.7650
74071 74 746 本山 133.5750 33.7533
74101 74 1179 池川 133.1683 33.6083
74126 74 747 繁藤 133.6850 33.6783
74136 74 1229 大栃 133.8750 33.6983
74151 74 1281 魚梁瀬 134.1083 33.6150
74166 74 748 佐川 133.2717 33.5117
74181 74 47893 高知 133.5483 33.5667
74187 74 1249 後免 133.6433 33.5900
74188 74 1476 南国日章 133.6683 33.5450
74237 74 754 船戸 133.0883 33.4167
74238 74 753 鳥形山 133.0833 33.4800
74271 74 755 安芸 133.9333 33.4883
74276 74 955 田野 134.0067 33.4267
74296 74 921 梼原 132.9217 33.3900
74311 74 756 須崎 133.2767 33.3850
74336 74 757 佐喜浜 134.2050 33.3933
74361 74 758 窪川 133.1283 33.2067
74372 74 47899 室戸岬 134.1767 33.2517
74372 74 47899 室戸岬 134.1750 33.2467
74381 74 1235 江川崎 132.7917 33.1700
74391 74 761 大正 132.9717 33.1933
74436 74 1233 佐賀 133.1017 33.0783
74447 74 47897 宿毛 132.6950 32.9200
74456 74 763 中村 132.9200 32.9900
74506 74 1556 三崎 132.8717 32.7950
74516 74 47898 清水 133.0100 32.7217
81011 81 765 須佐 131.6233 34.6150
81071 81 47754 萩 131.4050 34.4100
81116 81 939 油谷 131.0550 34.3700
81141 81 1367 篠生 131.5767 34.3033
81151 81 767 徳佐 131.7250 34.3983
81167 81 1100 羅漢山 132.0633 34.3500
81196 81 769 秋吉台 131.3067 34.2350
81228 81 1614 鹿野 131.8150 34.2250
81231 81 771 広瀬 131.9517 34.2617
81266 81 772 豊田 131.0767 34.1867
81271 81 1620 東厚保 131.1817 34.1183
81286 81 47784 山口 131.4533 34.1600
81301 81 1261 和田 131.7350 34.1483
81321 81 940 岩国 132.1783 34.1550
81371 81 775 防府 131.5333 34.0400
81386 81 776 下松 131.8733 34.0217
81397 81 913 玖珂 132.0750 34.0950
81428 81 47762 下関 130.9250 33.9483
81428 81 47762 下関 130.9383 33.9567
81436 81 778 宇部 131.2783 33.9300
81481 81 942 柳井 132.1133 33.9583
81486 81 779 安下庄 132.2917 33.9033
82046 82 943 宗像 130.5383 33.8083
82056 82 780 八幡 130.7433 33.8517
82068 82 1590 空港北町 131.0350 33.8450
82096 82  頂吉 130.8433 33.7417
82101 82 782 行橋 130.9750 33.7117
82136 82 47809 飯塚 130.6933 33.6517
82171 82 785 前原 130.1917 33.5600
82182 82 47807 福岡 130.3750 33.5817
82182 82 47807 福岡 130.3767 33.5817
82186 82 1477 博多 130.4517 33.5833
82191 82 1141 太宰府 130.5000 33.5133
82206 82 1046 添田 130.8533 33.5600
82241 82 1611 早良脇山 130.3533 33.4883
82261 82 788 朝倉 130.6950 33.4050
82272 82 789 英彦山 130.9233 33.4883
82306 82 790 久留米 130.4917 33.3017
82316 82 791 耳納山 130.6250 33.2917
82317 82 792 黒木 130.6467 33.2233
82331 82 945 柳川 130.4033 33.1600
82361 82 793 大牟田 130.4667 33.0067
83021 83 1137 国見 131.5900 33.6750
83051 83 794 中津 131.2450 33.5867
83061 83 795 豊後高田 131.4333 33.5700
83096 83 979 耶馬渓 131.1150 33.4450
83106 83 931 院内 131.3167 33.4200
83121 83 1237 杵築 131.5967 33.4167
83126 83 796 武蔵 131.7367 33.4783
83137 83 47814 日田 130.9283 33.3217
83191 83 932 玖珠 131.1633 33.2683
83201 83 799 湯布院 131.3467 33.2533
83216 83 47815 大分 131.6183 33.2350
83226 83 801 佐賀関 131.8650 33.2483
83242 83 1554 椿ヶ鼻 130.9150 33.1917
83286 83 933 臼杵 131.8050 33.1233
83341 83 805 犬飼 131.6317 33.0650
83371 83 806 竹田 131.3800 32.9733
83401 83 808 佐伯 131.9017 32.9500
83431 83 1142 宇目 131.6750 32.8450
83476 83 810 蒲江 131.9233 32.7950
84012 84 1453 鰐浦 129.4450 34.6983
84072 84 47800 厳原 129.2917 34.1967
84076 84 1538 美津島 129.3300 34.2850
84121 84 1144 芦辺 129.7217 33.8000
84122 84 1478 石田 129.7850 33.7483
84171 84 47805 平戸 129.5500 33.3600
84183 84 814 松浦 129.7117 33.3417
84236 84 1535 小値賀 129.0900 33.1900
84266 84 47812 佐世保 129.7267 33.1583
84286 84 1536 頭ヶ島 129.1917 33.0133
84341 84 1138 有川 129.1183 32.9817
84356 84 817 大瀬戸 129.6333 32.9483
84361 84 818 長浦岳 129.7383 32.9083
84371 84 1084 大村 129.9133 32.9167
84441 84 820 諫早 130.0250 32.8433
84496 84 47817 長崎 129.8667 32.7333
84519 84 47818 雲仙岳 130.2617 32.7367
84519 84 47818 雲仙岳 130.2500 32.7350
84523 84 962 島原 130.3733 32.7417
84536 84 47843 福江 128.8267 32.6933
84537 84 1479 上大津 128.8317 32.6650
84561 84 922 口之津 130.1933 32.6117
84596 84 1441 野母崎 129.7400 32.5783
85033 85 1610 唐津 129.9550 33.4583
85046 85 1616 北山 130.2200 33.4133
85106 85 1612 鳥栖 130.5167 33.3850
85116 85 1075 伊万里 129.8783 33.2667
85142 85 47813 佐賀 130.3050 33.2650
85161 85 830 嬉野 129.9950 33.1167
85166 85 829 白石 130.1483 33.1833
85176 85 1480 川副 130.3017 33.1483
86006 86 832 鹿北 130.6917 33.1150
86066 86 833 南小国 131.0667 33.1033
86086 86 834 岱明 130.5117 32.9150
86101 86 835 菊池 130.7817 32.9467
86111 86 1240 阿蘇乙姫 131.0400 32.9400
86141 86 47819 熊本 130.7067 32.8133
86146 86 923 益城 130.8550 32.8367
86156 86 47821 阿蘇山 131.0733 32.8800
86161 86 840 高森 131.1250 32.8217
86181 86 1580 宇土 130.6567 32.7000
86197 86 1613 山都 130.9583 32.7117
86216 86 1081 三角 130.4783 32.6117
86236 86 842 甲佐 130.8083 32.6450
86271 86 843 松島 130.4467 32.5150
86316 86 845 本渡 130.1800 32.4683
86336 86 846 八代 130.6067 32.4733
86351 86 1368 五木 130.8550 32.4417
86396 86 946 田浦 130.5083 32.3633
86407 86 1435 山江 130.7467 32.3017
86451 86 924 水俣 130.4067 32.2050
86461 86 1581 一勝地 130.6450 32.2450
86467 86 47824 人吉 130.7550 32.2167
86477 86 926 上 130.9050 32.2250
86478 86 925 多良木 130.9500 32.2950
86481 86 1086 湯前横谷 131.0450 32.2633
86491 86 47838 牛深 130.0267 32.1967
87041 87 852 高千穂 131.2900 32.7117
87066 87 1135 古江 131.8200 32.7117
87071 87 1348 鞍岡 131.1567 32.6433
87086 87 1609 日之影 131.4067 32.6817
87127 87 1343 諸塚 131.3350 32.5167
87136 87 1432 北方 131.5250 32.5617
87141 87 47822 延岡 131.6567 32.5817
87156 87  上椎葉 131.1567 32.4650
87181 87 857 日向 131.6000 32.4083
87206 87 1353 神門 131.3317 32.3850
87231 87 1345 西米良 131.1517 32.2300
87251 87 1608 都農 131.5417 32.2833
87292 87 859 高鍋 131.5267 32.1233
87301 87 860 加久藤 130.8100 32.0467
87331 87 861 西都 131.4133 32.0617
87346 87 862 えびの 130.8400 31.9450
87352 87 863 小林 130.9550 32.0000
87356 87 1623 高原 131.0067 31.9283
87361 87 864 野尻 131.1567 31.9567
87371 87 865 国富 131.2967 32.0067
87376 87 47830 宮崎 131.4133 31.9383
87391 87 1624 山田 131.0383 31.8133
87411 87 868 青島 131.4583 31.8033
87412 87 1481 赤江 131.4483 31.8767
87426 87 47829 都城 131.0800 31.7300
87461 87 1164 深瀬 131.2500 31.6367
87492 87 47835 油津 131.4067 31.5783
87492 87 47835 油津 131.4083 31.5967
87501 87 872 串間 131.2200 31.4650
88061 88 47823 阿久根 130.2000 32.0267
88066 88 934 出水 130.3517 32.0933
88081 88 875 大口 130.6267 32.0467
88101 88 877 紫尾山 130.3667 31.9800
88107 88 878 さつま柏原 130.4550 31.9167
88131 88 879 中甑 129.8650 31.8350
88151 88 880 川内 130.3150 31.8350
88166 88 881 溝辺 130.7183 31.8033
88176 88 1625 霧島牧園 130.8200 31.8850
88211 88 882 八重山 130.4383 31.7467
88261 88 883 東市来 130.3267 31.6683
88286 88 935 牧之原 130.8433 31.6617
88317 88 47827 鹿児島 130.5467 31.5533
88331 88 1146 輝北 130.8550 31.5883
88341 88 1149 大隅 131.0050 31.5800
88371 88 887 加世田 130.3250 31.4150
88392 88 888 吉ケ別府 130.8600 31.4600
88406 88 936 志布志 131.0950 31.4783
88432 88 890 喜入 130.5400 31.3867
88442 88 937 鹿屋 130.8633 31.3900
88447 88 1181 肝付前田 130.9383 31.3400
88466 88 47831 枕崎 130.2933 31.2717
88486 88 893 指宿 130.6367 31.2483
88506 88 895 内之浦 131.0550 31.2767
88536 88 1136 田代 130.8433 31.1983
88551 88 1161 佐多 130.6900 31.0933
88612 88 47837 種子島 130.9817 30.7200
88621 88 897 中種子 130.9917 30.6050
88666 88 898 上中 130.9000 30.4067
88686 88 47836 屋久島 130.6583 30.3850
88706 88 899 尾之間 130.5550 30.2333
88736 88 1540 中之島 129.8667 29.8383
88821 88 1520 笠利 129.7117 28.4300
88836 88 47909 名瀬 129.4950 28.3783
88851 88 1296 喜界島 129.9267 28.3200
88901 88 980 古仁屋 129.3150 28.1433
88931 88 1542 天城 128.8800 27.8350
88956 88 1139 伊仙 128.9733 27.6767
88971 88 47942 沖永良部 128.7050 27.4317
88986 88 1277 与論島 128.4017 27.0433
91011 91 1147 伊是名 127.9400 26.9483
